time,phoneme,F1,F2,F3
0.4905556974562874,,369.8252799321561,1515.1984987321512,2661.439596293733
1.0756958669992818,/a/,702.021750695322,1212.8934069675677,1956.459751916796
1.4110408134885155,,257.9184580734332,1430.0978547799275,2262.8179353277105
1.7119914064916744,/ɞ/,357.4073102220894,1271.9212846092032,2700.921744268676
1.823773055321419,,407.58753594017145,1578.674830990414,2741.08989053816
1.9269561157796449,/a/,549.1656806765487,1670.2845039506203,2813.552628182976
2.2107095320397656,,219.3351657001242,1314.5025238730918,2337.6537812527204
2.4858643599283683,/a/,503.0974110977604,1719.1979342592026,2383.359789024442
2.537455890157481,,405.65767062136734,2286.481792964914,2399.1184693309456
2.640638950615707,/ɪ/,337.04026707061485,1871.2304310615516,2469.916536157028
2.8423276347840485,,242.32433426509877,1537.995989872462,2548.4525353423733
2.972177203383008,/a/,493.9100847860229,1794.3976512679176,2556.0001756539727
2.9965472282229983,,395.4765629151565,1612.9242426481346,2294.8250332545085
3.0241665897083214,/e/,447.52625519926096,1715.8747690448497,2435.972260882328
3.087528654292297,,432.6461555925784,1709.0501543913686,2230.989618737483
3.1508907188762727,/a/,444.6160361499186,1959.382733456861,2521.784952801451
3.180134748684262,,429.9551414524879,2049.882904942632,2578.3715109542704
3.225625461718911,/e/,396.04419020494873,2016.054542315296,2694.8662115864427
3.8356082024426463,,499.36686015904377,1668.0553233482487,2604.807474007187
4.497934038863772,/a/,694.277074862338,1276.8829863504732,2220.968662966052
4.8590747504675615,,210.98692274814204,1457.1199121266795,2613.145822625606
5.177222520213759,/ɞ/,367.7838992470444,1258.5564826583231,2631.901499933407
5.254609815557427,,274.40783705587694,1488.4803166807735,2766.7269169818296
5.357792876015653,/a/,410.8903625159112,1677.385413010085,2617.1226994001904
5.632947703904256,,217.7760253262283,1562.5723891582718,2721.418194683034
5.89090535504982,/a/,467.9640507719992,1729.6750432962915,2344.244526813229
5.9596940620219705,,535.8286946725192,1699.3567496380208,2196.574045078696
6.097271475966272,/ɪ/,464.7922620558712,1897.4280653680896,2411.516210673179
6.402031761098532,,692.215918996862,2038.506175399992,3140.794389141455
6.607057250465999,/a/,486.05141920811394,1780.6591472641014,2463.830579074663
6.6622959734366445,/e/,354.21603553741926,1295.497546855869,2028.1426161828604
6.709411354793961,,428.5661312651049,1608.7961284966527,2287.022935098663
6.75490206782861,/a/,477.0980447500745,1949.5601927048492,2506.862621639181
6.784146097636599,,451.8180917140104,2023.573453487145,2635.5048427079064
6.82476280570325,/e/,422.19730030901593,1986.738588783258,2645.98959474468
7.549412744638181,,405.65192096614777,1678.577423310382,2329.5176021962657
8.324305864189647,/a/,672.4687010360669,1070.4884964082644,2111.019342030713
8.642453633935842,,222.52690664994756,1159.5089523754764,2214.685705542416
8.960601403682038,/ɞ/,418.467819363278,1387.376439349348,2620.4810614646417
9.072383052511782,,407.171678653277,1667.794801000687,2741.4801241253485
9.158368936226973,/a/,518.8879410655138,1661.4217969004449,2619.545691663022
9.407727999001017,,216.73843202810443,1605.1724717586685,2668.653743630379
9.657087061775062,/a/,574.0074643987681,1277.1215609926712,2205.314121214013
9.725875768747212,,504.070180722188,1759.1892526751633,2421.318153957829
9.837657417576958,/ɪ/,473.6207644896055,1747.5235936102465,2514.403046430677
10.115853242248324,,267.28487636747457,1529.4908924237482,2524.0358166798324
10.310362026333456,/a/,534.7984015618163,1568.095108467532,2210.862730079818
10.33798138781878,,488.4739419656966,1894.978870708817,2201.5596534475385
10.380222764208096,/e/,303.75769118151027,1396.732400154229,2259.271131895157
10.4517081704054,,388.4268552294666,1427.6978485648915,2192.0853044663254
10.508571561698712,/a/,450.1382893986819,2143.5927811533074,2707.2816678252225
10.536190923184035,,505.1879152132668,2107.447146144154,2761.19372954168
